,competitionId,eventId,roundTypeId,pos,best,average,personName,personId,personCountryId,formatId,value1,value2,value3,value4,value5,regionalSingleRecord,regionalAverageRecord
1624194,CubeforCambodia2018,555,c,1,4357,4902,Feliks Zemdegs,2009ZEMD01,Australia,a,4682,4862,5176,5162,4357,,
1624195,CubeforCambodia2018,skewb,d,8,276,549,Feliks Zemdegs,2009ZEMD01,Australia,a,276,656,1067,598,393,,
1624196,CubeforCambodia2018,skewb,f,5,512,616,Feliks Zemdegs,2009ZEMD01,Australia,a,512,632,840,622,593,,
1672877,MelbourneWinter2018,sq1,d,5,1343,1392,Feliks Zemdegs,2009ZEMD01,Australia,a,1366,1360,1449,1343,1605,,
1672878,MelbourneWinter2018,sq1,f,6,1092,1484,Feliks Zemdegs,2009ZEMD01,Australia,a,1213,1547,1691,1702,1092,,
1672879,MelbourneWinter2018,minx,c,1,3887,4401,Feliks Zemdegs,2009ZEMD01,Australia,a,4516,4404,3887,4483,4316,,
1672880,MelbourneWinter2018,pyram,1,7,410,534,Feliks Zemdegs,2009ZEMD01,Australia,a,569,540,410,833,493,,
1672881,MelbourneWinter2018,pyram,f,6,419,517,Feliks Zemdegs,2009ZEMD01,Australia,a,486,419,513,551,705,,
1672882,MelbourneWinter2018,333bf,1,4,5119,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5119,5495,-1,0,0,,
1672883,MelbourneWinter2018,333bf,f,3,5549,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5549,6007,-1,0,0,,
1672884,MelbourneWinter2018,333,1,1,520,684,Feliks Zemdegs,2009ZEMD01,Australia,a,751,674,520,735,642,,
1672885,MelbourneWinter2018,333,2,1,636,733,Feliks Zemdegs,2009ZEMD01,Australia,a,818,725,765,710,636,,
1672886,MelbourneWinter2018,333,f,1,592,669,Feliks Zemdegs,2009ZEMD01,Australia,a,685,709,706,592,615,,
1672887,MelbourneWinter2018,333oh,d,1,904,1047,Feliks Zemdegs,2009ZEMD01,Australia,a,1145,1113,964,1065,904,,
1672888,MelbourneWinter2018,333oh,f,1,1081,1137,Feliks Zemdegs,2009ZEMD01,Australia,a,1135,1081,1109,1168,1404,,
1672889,MelbourneWinter2018,222,1,2,156,228,Feliks Zemdegs,2009ZEMD01,Australia,a,249,-1,168,268,156,,
1672890,MelbourneWinter2018,222,f,3,144,288,Feliks Zemdegs,2009ZEMD01,Australia,a,144,699,224,276,364,,
1672891,MelbourneWinter2018,444,d,1,2487,2677,Feliks Zemdegs,2009ZEMD01,Australia,a,2487,3051,2675,2680,2676,,
1672892,MelbourneWinter2018,444,f,1,2166,2502,Feliks Zemdegs,2009ZEMD01,Australia,a,2718,2737,2302,2166,2486,,
1672893,MelbourneWinter2018,777,d,1,12554,12904,Feliks Zemdegs,2009ZEMD01,Australia,m,12554,12879,13278,0,0,,OcR
1672894,MelbourneWinter2018,777,f,1,13378,13997,Feliks Zemdegs,2009ZEMD01,Australia,m,13638,13378,14976,0,0,,
1672895,MelbourneWinter2018,666,d,1,8868,9547,Feliks Zemdegs,2009ZEMD01,Australia,m,9278,10495,8868,0,0,,
1672896,MelbourneWinter2018,666,f,1,9367,9745,Feliks Zemdegs,2009ZEMD01,Australia,m,9860,9367,10009,0,0,,
1719265,WCCTFresno2018,444,d,2,2293,2603,Feliks Zemdegs,2009ZEMD01,Australia,a,2733,2554,2293,2681,2574,,
1719266,WCCTFresno2018,444,f,2,2084,2484,Feliks Zemdegs,2009ZEMD01,Australia,a,2681,2534,2563,2355,2084,,
1719267,WCCTFresno2018,pyram,d,4,409,607,Feliks Zemdegs,2009ZEMD01,Australia,a,716,566,814,409,540,,
1719268,WCCTFresno2018,pyram,f,2,424,509,Feliks Zemdegs,2009ZEMD01,Australia,a,442,424,536,648,548,,
1719269,WCCTFresno2018,777,d,3,12455,13664,Feliks Zemdegs,2009ZEMD01,Australia,m,12455,12656,15880,0,0,,
1719270,WCCTFresno2018,777,f,2,12004,12676,Feliks Zemdegs,2009ZEMD01,Australia,m,13165,12004,12858,0,0,OcR,OcR
1719271,WCCTFresno2018,333oh,d,1,909,1066,Feliks Zemdegs,2009ZEMD01,Australia,a,1104,1347,973,909,1121,,
1719272,WCCTFresno2018,333oh,f,1,863,1006,Feliks Zemdegs,2009ZEMD01,Australia,a,1136,1519,863,986,896,,OcR
1719273,WCCTFresno2018,333,1,1,489,615,Feliks Zemdegs,2009ZEMD01,Australia,a,489,913,691,555,599,,
1719274,WCCTFresno2018,333,2,1,613,650,Feliks Zemdegs,2009ZEMD01,Australia,a,613,628,639,682,721,,
1719275,WCCTFresno2018,333,f,4,624,766,Feliks Zemdegs,2009ZEMD01,Australia,a,754,624,688,855,914,,
1719276,WCCTFresno2018,minx,d,2,3751,4164,Feliks Zemdegs,2009ZEMD01,Australia,a,4319,4166,4619,3751,4006,,
1719277,WCCTFresno2018,minx,f,2,3760,4095,Feliks Zemdegs,2009ZEMD01,Australia,a,4250,4186,3849,4553,3760,,
1724351,WestCoastCubingTourCupertino2018,666,c,3,8453,8905,Feliks Zemdegs,2009ZEMD01,Australia,m,8568,9694,8453,0,0,,
1724352,WestCoastCubingTourCupertino2018,skewb,d,22,683,844,Feliks Zemdegs,2009ZEMD01,Australia,a,752,943,985,683,838,,
1724353,WestCoastCubingTourCupertino2018,555,c,2,4032,4693,Feliks Zemdegs,2009ZEMD01,Australia,a,4798,4032,5321,4689,4591,,
1724354,WestCoastCubingTourCupertino2018,sq1,c,4,1435,1593,Feliks Zemdegs,2009ZEMD01,Australia,a,1584,1474,1720,1435,2069,,
1724355,WestCoastCubingTourCupertino2018,333bf,f,7,5287,5734,Feliks Zemdegs,2009ZEMD01,Australia,3,5289,5287,6627,0,0,,
