,competitionId,eventId,roundTypeId,pos,best,average,personName,personId,personCountryId,formatId,value1,value2,value3,value4,value5,regionalSingleRecord,regionalAverageRecord
1870850,SKCSpring2018,pyram,f,8,455,647,Feliks Zemdegs,2009ZEMD01,Australia,a,533,455,766,920,643,,
1870851,SKCSpring2018,444,c,1,2345,2457,Feliks Zemdegs,2009ZEMD01,Australia,a,2678,2515,2411,2444,2345,,
1870852,SKCSpring2018,sq1,d,7,1128,1874,Feliks Zemdegs,2009ZEMD01,Australia,a,2479,1764,1128,1378,2613,,
1870853,SKCSpring2018,sq1,f,6,1189,1565,Feliks Zemdegs,2009ZEMD01,Australia,a,1718,1463,1682,1551,1189,,
1870854,SKCSpring2018,minx,c,1,3916,4099,Feliks Zemdegs,2009ZEMD01,Australia,a,3947,3916,4270,4081,4551,,
1870855,SKCSpring2018,555,c,1,4251,4528,Feliks Zemdegs,2009ZEMD01,Australia,a,4643,4418,4522,4251,5038,,
1870856,SKCSpring2018,333,1,1,569,719,Feliks Zemdegs,2009ZEMD01,Australia,a,880,757,569,759,640,,
1870857,SKCSpring2018,333,f,1,556,686,Feliks Zemdegs,2009ZEMD01,Australia,a,724,556,621,713,844,,
1899066,OddDayinSydney2018,333,1,1,539,658,Feliks Zemdegs,2009ZEMD01,Australia,a,666,789,682,627,539,,
1899067,OddDayinSydney2018,333,2,1,562,683,Feliks Zemdegs,2009ZEMD01,Australia,a,562,760,707,582,-1,,
1899068,OddDayinSydney2018,333,f,1,598,631,Feliks Zemdegs,2009ZEMD01,Australia,a,727,598,675,611,607,,
1899069,OddDayinSydney2018,555,d,1,4026,4410,Feliks Zemdegs,2009ZEMD01,Australia,a,4026,4463,4041,4726,4941,,
1899070,OddDayinSydney2018,555,f,1,4292,4328,Feliks Zemdegs,2009ZEMD01,Australia,a,4323,4292,4325,4983,4336,,
1899071,OddDayinSydney2018,333bf,1,3,5850,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5850,5891,-1,0,0,,
1899072,OddDayinSydney2018,333bf,f,3,5503,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,5503,-1,0,0,,
1899073,OddDayinSydney2018,333oh,d,1,1077,1197,Feliks Zemdegs,2009ZEMD01,Australia,a,1077,1245,1462,1265,1082,,
1899074,OddDayinSydney2018,333oh,f,1,991,1097,Feliks Zemdegs,2009ZEMD01,Australia,a,1421,991,994,1168,1130,,
1899075,OddDayinSydney2018,555bf,f,3,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-2,0,0,,
1899076,OddDayinSydney2018,777,d,1,12260,12884,Feliks Zemdegs,2009ZEMD01,Australia,m,12300,14093,12260,0,0,,
1899077,OddDayinSydney2018,777,f,1,12708,13256,Feliks Zemdegs,2009ZEMD01,Australia,m,12708,13601,13459,0,0,,
1922314,WSMO2018,333bf,f,4,4267,5358,Feliks Zemdegs,2009ZEMD01,Australia,3,5510,6298,4267,0,0,,
1922315,WSMO2018,666,d,1,8235,8505,Feliks Zemdegs,2009ZEMD01,Australia,m,8742,8539,8235,0,0,,
1922316,WSMO2018,666,f,1,7878,8190,Feliks Zemdegs,2009ZEMD01,Australia,m,8221,7878,8470,0,0,,OcR
1922317,WSMO2018,222,d,1,183,233,Feliks Zemdegs,2009ZEMD01,Australia,a,186,299,214,363,183,,
1922318,WSMO2018,222,f,1,214,251,Feliks Zemdegs,2009ZEMD01,Australia,a,217,336,214,277,259,,
1922319,WSMO2018,444,d,4,2254,2988,Feliks Zemdegs,2009ZEMD01,Australia,a,3250,2254,3398,2486,3229,,
1922320,WSMO2018,444,2,1,2139,2421,Feliks Zemdegs,2009ZEMD01,Australia,a,2139,2344,2425,2495,2602,,
1922321,WSMO2018,444,f,3,2237,2739,Feliks Zemdegs,2009ZEMD01,Australia,a,2515,2237,3066,2635,3207,,
1922322,WSMO2018,333oh,c,1,967,1155,Feliks Zemdegs,2009ZEMD01,Australia,a,1206,1096,1295,1164,967,,
1922323,WSMO2018,333,1,2,625,720,Feliks Zemdegs,2009ZEMD01,Australia,a,736,748,863,677,625,,
1922324,WSMO2018,333,2,1,672,700,Feliks Zemdegs,2009ZEMD01,Australia,a,710,749,687,672,703,,
1922325,WSMO2018,333,f,1,533,617,Feliks Zemdegs,2009ZEMD01,Australia,a,559,640,533,652,-1,,
1922326,WSMO2018,555,d,1,4298,4689,Feliks Zemdegs,2009ZEMD01,Australia,a,4424,4921,4298,4870,4774,,
1922327,WSMO2018,555,f,1,4145,4680,Feliks Zemdegs,2009ZEMD01,Australia,a,4745,4145,5258,4529,4765,,
1922328,WSMO2018,minx,c,1,3578,3665,Feliks Zemdegs,2009ZEMD01,Australia,a,3730,3604,3660,3578,4556,,OcR
1922329,WSMO2018,777,d,1,12093,13217,Feliks Zemdegs,2009ZEMD01,Australia,m,14729,12093,12830,0,0,,
1922330,WSMO2018,777,f,2,12401,12942,Feliks Zemdegs,2009ZEMD01,Australia,m,12401,13490,12935,0,0,,
1933248,UgineJeuetJouet2018,222,1,1,130,198,Feliks Zemdegs,2009ZEMD01,Australia,a,254,130,172,167,531,,
1933249,UgineJeuetJouet2018,222,f,2,221,256,Feliks Zemdegs,2009ZEMD01,Australia,a,252,257,260,263,221,,
1933250,UgineJeuetJouet2018,333oh,1,2,1068,1259,Feliks Zemdegs,2009ZEMD01,Australia,a,1462,1207,1108,1068,1530,,
1933251,UgineJeuetJouet2018,333oh,f,1,929,1150,Feliks Zemdegs,2009ZEMD01,Australia,a,1224,1021,1205,929,-1,,
1933252,UgineJeuetJouet2018,333,1,1,638,675,Feliks Zemdegs,2009ZEMD01,Australia,a,638,709,669,731,647,,
1933253,UgineJeuetJouet2018,333,2,1,537,717,Feliks Zemdegs,2009ZEMD01,Australia,a,755,742,537,654,850,,
1933254,UgineJeuetJouet2018,333,f,1,634,692,Feliks Zemdegs,2009ZEMD01,Australia,a,729,792,666,680,634,,
1933255,UgineJeuetJouet2018,444,d,1,2455,2673,Feliks Zemdegs,2009ZEMD01,Australia,a,2797,2603,2619,2838,2455,,
1933256,UgineJeuetJouet2018,444,f,1,2090,2418,Feliks Zemdegs,2009ZEMD01,Australia,a,2376,2671,2207,2090,2927,,
1933257,UgineJeuetJouet2018,333bf,f,1,4104,4713,Feliks Zemdegs,2009ZEMD01,Australia,3,4185,5850,4104,0,0,,
1946719,SwisscubingCupFinal2018,222,1,2,145,279,Feliks Zemdegs,2009ZEMD01,Australia,a,145,248,461,242,346,,
1946720,SwisscubingCupFinal2018,222,f,5,202,340,Feliks Zemdegs,2009ZEMD01,Australia,a,336,202,221,477,464,,
1946721,SwisscubingCupFinal2018,333,1,1,544,638,Feliks Zemdegs,2009ZEMD01,Australia,a,633,847,544,669,611,,
1946722,SwisscubingCupFinal2018,333,2,2,618,671,Feliks Zemdegs,2009ZEMD01,Australia,a,618,647,1242,709,658,,
1946723,SwisscubingCupFinal2018,333,f,2,663,721,Feliks Zemdegs,2009ZEMD01,Australia,a,663,712,730,965,720,,
1946724,SwisscubingCupFinal2018,333oh,d,3,1023,1186,Feliks Zemdegs,2009ZEMD01,Australia,a,1586,1071,1114,1023,1372,,
1946725,SwisscubingCupFinal2018,333oh,f,1,995,1122,Feliks Zemdegs,2009ZEMD01,Australia,a,1054,1226,1099,995,1212,,
1946726,SwisscubingCupFinal2018,333bf,1,4,6049,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6049,-1,0,0,,
1946727,SwisscubingCupFinal2018,333bf,f,3,4757,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,5964,4757,0,0,,
1946728,SwisscubingCupFinal2018,444,d,1,2400,2470,Feliks Zemdegs,2009ZEMD01,Australia,a,2483,2475,2595,2453,2400,,
1946729,SwisscubingCupFinal2018,444,f,1,2069,2381,Feliks Zemdegs,2009ZEMD01,Australia,a,2150,2069,2685,2338,2656,,
1946730,SwisscubingCupFinal2018,666,d,1,8045,8940,Feliks Zemdegs,2009ZEMD01,Australia,m,9490,8045,9286,0,0,,
1946731,SwisscubingCupFinal2018,666,f,1,8155,8460,Feliks Zemdegs,2009ZEMD01,Australia,m,8402,8823,8155,0,0,,
1946732,SwisscubingCupFinal2018,777,d,1,12080,12558,Feliks Zemdegs,2009ZEMD01,Australia,m,13133,12080,12460,0,0,,
1946733,SwisscubingCupFinal2018,777,f,1,11661,12651,Feliks Zemdegs,2009ZEMD01,Australia,m,11661,13137,13156,0,0,,
1957550,RijswijkOpen2018,333fm,f,3,29,0,Feliks Zemdegs,2009ZEMD01,Australia,1,29,0,0,0,0,,
1957551,RijswijkOpen2018,333,1,1,541,674,Feliks Zemdegs,2009ZEMD01,Australia,a,737,664,541,956,622,,
1957552,RijswijkOpen2018,333,2,1,549,632,Feliks Zemdegs,2009ZEMD01,Australia,a,821,549,646,581,669,,
1957553,RijswijkOpen2018,333,f,1,524,591,Feliks Zemdegs,2009ZEMD01,Australia,a,607,564,524,602,841,,
1957554,RijswijkOpen2018,444,d,1,2316,2533,Feliks Zemdegs,2009ZEMD01,Australia,a,2316,2675,2660,2496,2444,,
1957555,RijswijkOpen2018,444,2,1,2338,2518,Feliks Zemdegs,2009ZEMD01,Australia,a,2568,2445,2338,2540,2954,,
1957556,RijswijkOpen2018,444,f,1,2313,2447,Feliks Zemdegs,2009ZEMD01,Australia,a,2313,2544,2502,2325,2515,,
1957557,RijswijkOpen2018,333oh,d,1,897,1053,Feliks Zemdegs,2009ZEMD01,Australia,a,965,897,961,1248,1233,,
1957558,RijswijkOpen2018,333oh,f,1,1089,1193,Feliks Zemdegs,2009ZEMD01,Australia,a,1191,1236,1089,1151,-1,,
1957559,RijswijkOpen2018,222,1,4,118,277,Feliks Zemdegs,2009ZEMD01,Australia,a,-1,118,285,229,316,,
1957560,RijswijkOpen2018,222,2,2,71,189,Feliks Zemdegs,2009ZEMD01,Australia,a,276,245,157,71,165,,
1957561,RijswijkOpen2018,222,f,3,186,230,Feliks Zemdegs,2009ZEMD01,Australia,a,217,207,265,186,432,,
1957562,RijswijkOpen2018,333bf,f,7,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
1957563,RijswijkOpen2018,minx,c,1,4129,4466,Feliks Zemdegs,2009ZEMD01,Australia,a,4472,4616,4320,4129,4605,,
1957564,RijswijkOpen2018,555,c,1,4515,4718,Feliks Zemdegs,2009ZEMD01,Australia,a,4972,4796,4788,4515,4571,,
1982499,NorthsideCubeDay2019,333bf,f,4,5025,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5025,-1,-1,0,0,,
1982500,NorthsideCubeDay2019,555,c,1,4259,4685,Feliks Zemdegs,2009ZEMD01,Australia,a,4259,5212,4344,5427,4500,,
1982501,NorthsideCubeDay2019,222,1,2,188,300,Feliks Zemdegs,2009ZEMD01,Australia,a,249,238,504,188,413,,
1982502,NorthsideCubeDay2019,222,f,1,168,199,Feliks Zemdegs,2009ZEMD01,Australia,a,232,235,175,190,168,,
1982503,NorthsideCubeDay2019,444,d,1,2189,2455,Feliks Zemdegs,2009ZEMD01,Australia,a,2822,2189,2520,2538,2307,,
1982504,NorthsideCubeDay2019,444,f,1,2263,2503,Feliks Zemdegs,2009ZEMD01,Australia,a,2376,2263,2451,2822,2681,,
1982505,NorthsideCubeDay2019,333oh,d,1,1009,1184,Feliks Zemdegs,2009ZEMD01,Australia,a,1419,1192,1280,1081,1009,,
1982506,NorthsideCubeDay2019,333oh,f,1,910,1089,Feliks Zemdegs,2009ZEMD01,Australia,a,1111,1129,1111,1044,910,,
1982507,NorthsideCubeDay2019,333,1,1,518,694,Feliks Zemdegs,2009ZEMD01,Australia,a,518,703,686,753,694,,
1982508,NorthsideCubeDay2019,333,f,1,571,640,Feliks Zemdegs,2009ZEMD01,Australia,a,649,1083,571,635,637,,
2022322,CoolDownSydney2019,333bf,1,4,6694,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6694,-1,0,0,,
2022348,CoolDownSydney2019,333bf,f,3,4463,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,8516,4463,-1,0,0,,
2022352,CoolDownSydney2019,333oh,d,1,935,1177,Feliks Zemdegs,2009ZEMD01,Australia,a,1306,1069,1371,1156,935,,
2022409,CoolDownSydney2019,333oh,f,1,870,1099,Feliks Zemdegs,2009ZEMD01,Australia,a,1111,1002,1184,870,-1,,
2022421,CoolDownSydney2019,minx,c,1,3721,3930,Feliks Zemdegs,2009ZEMD01,Australia,a,3970,3906,3913,4751,3721,,
2022470,CoolDownSydney2019,pyram,1,13,372,710,Feliks Zemdegs,2009ZEMD01,Australia,a,372,876,662,715,752,,
2022542,CoolDownSydney2019,444bf,f,1,37811,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,37811,0,0,,
2022548,CoolDownSydney2019,333,1,1,593,648,Feliks Zemdegs,2009ZEMD01,Australia,a,707,593,611,625,781,,
2022658,CoolDownSydney2019,333,2,1,520,645,Feliks Zemdegs,2009ZEMD01,Australia,a,761,644,560,731,520,,
2022707,CoolDownSydney2019,333,f,1,547,634,Feliks Zemdegs,2009ZEMD01,Australia,a,985,567,547,687,648,,
2022719,CoolDownSydney2019,666,d,1,8508,10893,Feliks Zemdegs,2009ZEMD01,Australia,m,9483,14687,8508,0,0,,
2022746,CoolDownSydney2019,666,f,1,8564,8636,Feliks Zemdegs,2009ZEMD01,Australia,m,8648,8695,8564,0,0,,
2066564,KoalaficationSydney2019,333,1,1,541,706,Feliks Zemdegs,2009ZEMD01,Australia,a,861,669,736,541,712,,
2066669,KoalaficationSydney2019,333,2,1,598,664,Feliks Zemdegs,2009ZEMD01,Australia,a,598,734,603,667,723,,
2066726,KoalaficationSydney2019,333,f,1,621,636,Feliks Zemdegs,2009ZEMD01,Australia,a,621,675,624,656,628,,
2066738,KoalaficationSydney2019,222,1,1,122,194,Feliks Zemdegs,2009ZEMD01,Australia,a,226,122,160,228,195,,
2066829,KoalaficationSydney2019,222,f,2,206,235,Feliks Zemdegs,2009ZEMD01,Australia,a,253,225,206,373,227,,
2066844,KoalaficationSydney2019,555,d,1,4192,4463,Feliks Zemdegs,2009ZEMD01,Australia,a,4194,4192,4400,4796,5005,,
2066878,KoalaficationSydney2019,555,f,1,4316,4753,Feliks Zemdegs,2009ZEMD01,Australia,a,4604,5564,4863,4316,4793,,
2066889,KoalaficationSydney2019,333bf,1,4,4859,5314,Feliks Zemdegs,2009ZEMD01,Australia,3,4859,5518,5566,0,0,,
2066910,KoalaficationSydney2019,333bf,f,4,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
2066915,KoalaficationSydney2019,333oh,d,1,985,1222,Feliks Zemdegs,2009ZEMD01,Australia,a,1154,1286,1227,1411,985,,
2066958,KoalaficationSydney2019,333oh,f,1,981,1143,Feliks Zemdegs,2009ZEMD01,Australia,a,981,1351,1263,1179,986,,
2066970,KoalaficationSydney2019,444,d,1,2338,2480,Feliks Zemdegs,2009ZEMD01,Australia,a,2834,2338,2625,2394,2420,,
2067022,KoalaficationSydney2019,444,f,1,2350,2395,Feliks Zemdegs,2009ZEMD01,Australia,a,2350,2381,2596,2386,2418,,
2067029,KoalaficationSydney2019,666,c,1,8801,8955,Feliks Zemdegs,2009ZEMD01,Australia,m,8947,9117,8801,0,0,,
2067051,KoalaficationSydney2019,pyram,1,2,368,478,Feliks Zemdegs,2009ZEMD01,Australia,a,400,598,435,619,368,,
2067135,KoalaficationSydney2019,pyram,f,10,314,645,Feliks Zemdegs,2009ZEMD01,Australia,a,902,579,1233,314,454,,
2067193,KoalaficationSydney2019,777,c,1,11752,12217,Feliks Zemdegs,2009ZEMD01,Australia,m,12451,12447,11752,0,0,,
2067209,KoalaficationSydney2019,333fm,f,1,24,2933,Feliks Zemdegs,2009ZEMD01,Australia,m,24,30,34,0,0,,
2067245,KoalaficationSydney2019,444bf,f,1,38455,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,38455,0,0,,
2099618,KoalaficationBrisbane2019,333oh,d,1,1062,1212,Feliks Zemdegs,2009ZEMD01,Australia,a,1162,1263,1273,1211,1062,,
2099658,KoalaficationBrisbane2019,333oh,f,1,1143,1286,Feliks Zemdegs,2009ZEMD01,Australia,a,1310,1396,1143,1151,-1,,
2099666,KoalaficationBrisbane2019,666,c,1,8577,9066,Feliks Zemdegs,2009ZEMD01,Australia,m,9629,8577,8991,0,0,,
2099677,KoalaficationBrisbane2019,444,d,1,2274,2462,Feliks Zemdegs,2009ZEMD01,Australia,a,2603,2635,2274,2305,2477,,
2099725,KoalaficationBrisbane2019,444,f,1,2076,2479,Feliks Zemdegs,2009ZEMD01,Australia,a,2512,2076,2814,2532,2393,,
2099733,KoalaficationBrisbane2019,333,1,1,544,647,Feliks Zemdegs,2009ZEMD01,Australia,a,814,671,544,663,606,,
2099843,KoalaficationBrisbane2019,333,2,1,628,729,Feliks Zemdegs,2009ZEMD01,Australia,a,786,727,628,674,-1,,
2099883,KoalaficationBrisbane2019,333,3,1,557,569,Feliks Zemdegs,2009ZEMD01,Australia,a,690,564,557,579,563,,WR
2099903,KoalaficationBrisbane2019,333,f,1,524,719,Feliks Zemdegs,2009ZEMD01,Australia,a,648,720,838,790,524,,
2100050,KoalaficationBrisbane2019,sq1,c,1,1219,1575,Feliks Zemdegs,2009ZEMD01,Australia,a,1753,1871,1384,1588,1219,,
2100073,KoalaficationBrisbane2019,777,c,1,12522,12962,Feliks Zemdegs,2009ZEMD01,Australia,m,13251,13112,12522,0,0,,
2100109,KoalaficationBrisbane2019,minx,c,1,3651,3947,Feliks Zemdegs,2009ZEMD01,Australia,a,4316,3817,3651,3981,4044,,
2100229,KoalaficationBrisbane2019,555,d,1,4156,4560,Feliks Zemdegs,2009ZEMD01,Australia,a,4544,5146,4156,4906,4230,,
2100250,KoalaficationBrisbane2019,555,f,1,4246,4622,Feliks Zemdegs,2009ZEMD01,Australia,a,4767,4463,4636,4872,4246,,
2113144,KoalaficationCanberra2019,222,1,4,156,257,Feliks Zemdegs,2009ZEMD01,Australia,a,156,390,158,224,-1,,
2113197,KoalaficationCanberra2019,222,f,3,162,273,Feliks Zemdegs,2009ZEMD01,Australia,a,257,162,229,394,333,,
2113203,KoalaficationCanberra2019,555,d,1,4098,4577,Feliks Zemdegs,2009ZEMD01,Australia,a,4280,4890,5452,4561,4098,,
2113227,KoalaficationCanberra2019,555,f,1,3964,4419,Feliks Zemdegs,2009ZEMD01,Australia,a,4467,4529,3964,5236,4260,,
2113235,KoalaficationCanberra2019,333oh,d,1,943,1260,Feliks Zemdegs,2009ZEMD01,Australia,a,1620,1447,981,943,1351,,
2113267,KoalaficationCanberra2019,333oh,2,1,1019,1048,Feliks Zemdegs,2009ZEMD01,Australia,a,1048,1265,1075,1020,1019,,
2113286,KoalaficationCanberra2019,333oh,f,1,984,1061,Feliks Zemdegs,2009ZEMD01,Australia,a,1007,1121,984,1125,1054,,
2113294,KoalaficationCanberra2019,333,1,1,552,645,Feliks Zemdegs,2009ZEMD01,Australia,a,638,612,552,752,685,,
2113360,KoalaficationCanberra2019,333,2,1,632,707,Feliks Zemdegs,2009ZEMD01,Australia,a,632,751,671,823,700,,
2113399,KoalaficationCanberra2019,333,f,1,552,647,Feliks Zemdegs,2009ZEMD01,Australia,a,592,751,641,709,552,,
2113432,KoalaficationCanberra2019,444,d,1,2372,2514,Feliks Zemdegs,2009ZEMD01,Australia,a,2372,2730,2450,2615,2476,,
2113469,KoalaficationCanberra2019,444,2,1,2165,2394,Feliks Zemdegs,2009ZEMD01,Australia,a,2165,2383,2348,2450,2664,,
2113488,KoalaficationCanberra2019,444,f,1,2174,2440,Feliks Zemdegs,2009ZEMD01,Australia,a,2182,3415,2550,2174,2589,,
2113496,KoalaficationCanberra2019,333bf,1,1,6072,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,7061,6072,0,0,,
2113509,KoalaficationCanberra2019,333bf,f,1,4411,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,4411,4978,-1,0,0,,
2113567,KoalaficationCanberra2019,sq1,d,6,1584,2063,Feliks Zemdegs,2009ZEMD01,Australia,a,2558,2170,1708,1584,2310,,
2252920,WarmUpSydney2019,minx,d,4,4006,4155,Feliks Zemdegs,2009ZEMD01,Australia,a,4009,4306,4006,4149,4311,,
2253009,WarmUpSydney2019,minx,f,3,3416,3848,Feliks Zemdegs,2009ZEMD01,Australia,a,3416,3674,3767,4878,4104,,
2253163,WarmUpSydney2019,444,d,1,2100,2285,Feliks Zemdegs,2009ZEMD01,Australia,a,2185,2100,3335,2326,2345,,OcR
2253318,WarmUpSydney2019,444,f,2,2150,2389,Feliks Zemdegs,2009ZEMD01,Australia,a,2214,2594,2665,2150,2360,,
2253334,WarmUpSydney2019,555,d,2,4139,4489,Feliks Zemdegs,2009ZEMD01,Australia,a,4354,5202,4139,4726,4386,,
2253456,WarmUpSydney2019,555,f,2,4262,4410,Feliks Zemdegs,2009ZEMD01,Australia,a,4858,4558,4377,4296,4262,,
2253472,WarmUpSydney2019,666,c,2,7828,8839,Feliks Zemdegs,2009ZEMD01,Australia,m,7828,9028,9662,0,0,OcR,
2253576,WarmUpSydney2019,333,1,15,706,792,Feliks Zemdegs,2009ZEMD01,Australia,a,843,903,744,706,790,,
2253755,WarmUpSydney2019,333,2,2,631,701,Feliks Zemdegs,2009ZEMD01,Australia,a,668,852,749,686,631,,
2253872,WarmUpSydney2019,333,f,1,591,615,Feliks Zemdegs,2009ZEMD01,Australia,a,671,619,623,591,604,,
2253889,WarmUpSydney2019,333oh,d,2,1069,1172,Feliks Zemdegs,2009ZEMD01,Australia,a,1137,1069,1163,1247,1216,,
2254027,WarmUpSydney2019,333oh,f,4,786,1150,Feliks Zemdegs,2009ZEMD01,Australia,a,786,1490,962,1303,1185,,
2254239,WarmUpSydney2019,222,1,17,182,267,Feliks Zemdegs,2009ZEMD01,Australia,a,319,337,230,251,182,,
2263834,WC2019,minx,d,6,3708,4051,Feliks Zemdegs,2009ZEMD01,Australia,a,4061,4241,3961,3708,4132,,
2264047,WC2019,minx,f,6,3681,3924,Feliks Zemdegs,2009ZEMD01,Australia,a,3774,3697,4880,3681,4301,,
2264114,WC2019,777,d,2,11906,12475,Feliks Zemdegs,2009ZEMD01,Australia,m,12473,11906,13046,0,0,,
2264297,WC2019,777,f,6,12814,14127,Feliks Zemdegs,2009ZEMD01,Australia,m,13492,16075,12814,0,0,,
2265441,WC2019,444,1,5,2169,2642,Feliks Zemdegs,2009ZEMD01,Australia,a,2169,2616,2724,3128,2587,,
2265861,WC2019,444,2,7,2314,2764,Feliks Zemdegs,2009ZEMD01,Australia,a,2758,2918,3278,2616,2314,,
2265940,WC2019,444,f,6,2042,2536,Feliks Zemdegs,2009ZEMD01,Australia,a,2576,2382,2042,2651,2687,,
2265953,WC2019,555,1,3,4079,4599,Feliks Zemdegs,2009ZEMD01,Australia,a,4401,4079,5345,4584,4811,,
2266279,WC2019,555,2,2,4193,4335,Feliks Zemdegs,2009ZEMD01,Australia,a,4771,4239,4217,4193,4548,,
2266359,WC2019,555,f,3,4139,4573,Feliks Zemdegs,2009ZEMD01,Australia,a,4747,4582,4139,4391,5146,,
2266378,WC2019,333oh,1,6,918,1155,Feliks Zemdegs,2009ZEMD01,Australia,a,1559,918,1075,1212,1178,,
2266704,WC2019,333oh,2,3,893,1026,Feliks Zemdegs,2009ZEMD01,Australia,a,1030,917,1130,1328,893,,
2266783,WC2019,333oh,f,6,1065,1155,Feliks Zemdegs,2009ZEMD01,Australia,a,1176,1118,-1,1065,1172,,
2266799,WC2019,333,1,6,482,669,Feliks Zemdegs,2009ZEMD01,Australia,a,766,771,554,688,482,,
2267614,WC2019,333,2,14,624,752,Feliks Zemdegs,2009ZEMD01,Australia,a,807,760,740,755,624,,
2267988,WC2019,333,3,6,654,697,Feliks Zemdegs,2009ZEMD01,Australia,a,729,683,680,762,654,,
2268067,WC2019,333,f,5,645,684,Feliks Zemdegs,2009ZEMD01,Australia,a,679,960,712,661,645,,
2268080,WC2019,666,d,2,8194,8698,Feliks Zemdegs,2009ZEMD01,Australia,m,8194,9159,8742,0,0,,
2268299,WC2019,666,f,5,8745,9310,Feliks Zemdegs,2009ZEMD01,Australia,m,8745,9797,9388,0,0,,
2268616,WC2019,444bf,f,32,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
2268938,WC2019,222,d,31,198,250,Feliks Zemdegs,2009ZEMD01,Australia,a,271,233,198,246,294,,
2269559,WC2019,222,2,50,172,267,Feliks Zemdegs,2009ZEMD01,Australia,a,172,273,244,285,336,,
2374079,GoldCoastSpring2019,333,1,1,585,703,Feliks Zemdegs,2009ZEMD01,Australia,a,585,779,640,690,933,,
2374209,GoldCoastSpring2019,333,2,1,632,683,Feliks Zemdegs,2009ZEMD01,Australia,a,738,693,674,632,682,,
2374248,GoldCoastSpring2019,333,f,1,475,622,Feliks Zemdegs,2009ZEMD01,Australia,a,556,809,651,475,660,,
2374260,GoldCoastSpring2019,222,1,5,211,309,Feliks Zemdegs,2009ZEMD01,Australia,a,365,228,211,425,335,,
2374369,GoldCoastSpring2019,222,f,1,90,229,Feliks Zemdegs,2009ZEMD01,Australia,a,269,90,158,260,268,,
2374377,GoldCoastSpring2019,444,c,1,2307,2515,Feliks Zemdegs,2009ZEMD01,Australia,a,2839,2588,2307,2362,2596,,
2374434,GoldCoastSpring2019,333bf,1,4,8341,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,8341,-1,0,0,,
2374453,GoldCoastSpring2019,333bf,f,1,5489,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5762,5489,-1,0,0,,
2374461,GoldCoastSpring2019,333oh,d,1,1013,1288,Feliks Zemdegs,2009ZEMD01,Australia,a,1013,1360,1457,1047,-1,,
2374507,GoldCoastSpring2019,333oh,f,1,899,1047,Feliks Zemdegs,2009ZEMD01,Australia,a,1269,951,1480,899,920,,
2393612,FortitudeSydney2019,333,1,1,626,653,Feliks Zemdegs,2009ZEMD01,Australia,a,626,656,674,630,728,,
2393756,FortitudeSydney2019,333,2,1,718,756,Feliks Zemdegs,2009ZEMD01,Australia,a,737,816,718,777,753,,
2393835,FortitudeSydney2019,333,f,1,654,740,Feliks Zemdegs,2009ZEMD01,Australia,a,712,764,654,796,745,,
2393945,FortitudeSydney2019,555,d,1,4268,4756,Feliks Zemdegs,2009ZEMD01,Australia,a,4951,4268,5149,4761,4557,,
2394003,FortitudeSydney2019,555,f,1,4096,4504,Feliks Zemdegs,2009ZEMD01,Australia,a,4096,4311,4227,4973,5174,,
2394011,FortitudeSydney2019,666,d,1,8087,8563,Feliks Zemdegs,2009ZEMD01,Australia,m,8190,8087,9412,0,0,,
2394041,FortitudeSydney2019,666,f,1,8542,8745,Feliks Zemdegs,2009ZEMD01,Australia,m,8542,8929,8763,0,0,,
2405955,AltonaAlgorithms2019,333,1,1,505,642,Feliks Zemdegs,2009ZEMD01,Australia,a,505,592,702,680,653,,
2406173,AltonaAlgorithms2019,333,2,1,564,691,Feliks Zemdegs,2009ZEMD01,Australia,a,564,749,617,708,-1,,
2406265,AltonaAlgorithms2019,333,f,1,629,700,Feliks Zemdegs,2009ZEMD01,Australia,a,860,707,629,745,647,,
2406277,AltonaAlgorithms2019,222,1,1,183,221,Feliks Zemdegs,2009ZEMD01,Australia,a,183,249,184,296,231,,
2406447,AltonaAlgorithms2019,222,2,1,199,237,Feliks Zemdegs,2009ZEMD01,Australia,a,282,235,235,240,199,,
2406538,AltonaAlgorithms2019,222,f,1,159,237,Feliks Zemdegs,2009ZEMD01,Australia,a,249,210,159,272,252,,
